Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
Canada,North America,UBC,Master,Data Science & AI,2022,90.4,96.6,101800,Technology/Consulting,Machine Learning Engineer,Big Data,Deep Learning,Machine Learning,92,59.0,81,2022
UAE,Middle East & Africa,Khalifa University,Bachelor,Engineering,2017,77.9,80.3,51600,Manufacturing/Construction,Civil Engineer,Project Management,AutoCAD,MATLAB,56,11.6,87,2017
Germany,Europe,TU Munich,Bachelor,Data Science & AI,2022,88.6,91.2,78700,Technology/Consulting,Data Analyst,Machine Learning,Data Visualization,Deep Learning,88,71.1,81,2022
USA,North America,Stanford,Master,Social Sciences,2019,80.2,84.3,71200,Government/NGO,Economist,Data Analysis,Public Policy,Communication,50,9.7,68,2019
Mexico,Latin America,UNAM,Bachelor,Data Science & AI,2015,89.4,94.1,22500,Technology/Consulting,Machine Learning Engineer,Big Data,Deep Learning,Data Visualization,62,14.7,71,2015
USA,North America,Stanford,Bachelor,Engineering,2021,76.3,78.6,71400,Manufacturing/Construction,Civil Engineer,AutoCAD,SolidWorks,Lean Six Sigma,75,55.5,45,2021
Singapore,Asia-Pacific,NTU,Master,Engineering,2024,85.9,91.1,97600,Manufacturing/Construction,Robotics Engineer,Lean Six Sigma,Project Management,SolidWorks,83,82.2,48,2024
Switzerland,Europe,EPFL,Master,Data Science & AI,2019,92.5,96.3,122500,Technology/Consulting,Data Analyst,Big Data,Deep Learning,Machine Learning,83,5.0,84,2019
Mexico,Latin America,UNAM,PhD,Business & Finance,2016,78.1,82.8,26900,Finance/Consulting,Financial Analyst,Market Research,Financial Modeling,Excel,56,10.8,58,2016
USA,North America,Georgia Tech,Bachelor,Healthcare & Medicine,2022,84.3,88.9,82000,Healthcare,Medical Doctor,Diagnostics,Medical Coding,Clinical Research,74,60.0,82,2022
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Engineering,2015,77.1,81.7,52700,Manufacturing/Construction,Mechanical Engineer,Lean Six Sigma,AutoCAD,SolidWorks,71,17.2,44,2015
Australia,Asia-Pacific,ANU,Bachelor,Data Science & AI,2019,90.0,96.7,74400,Technology/Consulting,Data Analyst,R,Big Data,Deep Learning,70,5.8,59,2019
Canada,North America,McGill University,Bachelor,Engineering,2018,84.1,86.7,53300,Manufacturing/Construction,Robotics Engineer,AutoCAD,Project Management,MATLAB,49,5.0,85,2018
Canada,North America,UBC,PhD,Healthcare & Medicine,2016,91.4,95.8,102700,Healthcare,Public Health Specialist,Medical Coding,Patient Care,Clinical Research,56,17.4,76,2016
China,Asia-Pacific,Tsinghua University,Bachelor,Natural Sciences,2015,71.9,74.7,22600,Research/Academia,Physicist,Laboratory Skills,Scientific Writing,Experimental Design,50,6.7,72,2015
India,Asia-Pacific,IISc Bangalore,PhD,Healthcare & Medicine,2016,87.7,90.4,31200,Healthcare,Pharmacist,Clinical Research,Medical Coding,Diagnostics,67,14.4,95,2016
Canada,North America,UBC,PhD,Data Science & AI,2015,90.9,98.5,99900,Technology/Consulting,Data Analyst,NLP,Big Data,Machine Learning,69,11.1,69,2015
Japan,Asia-Pacific,Kyoto University,PhD,Computer Science,2023,99.0,100.0,78900,Technology,AI Researcher,React,Cloud Computing,SQL,89,69.4,72,2023
UK,Europe,Cambridge,PhD,Social Sciences,2024,86.1,88.5,75100,Government/NGO,Policy Analyst,Data Analysis,Qualitative Research,Communication,69,85.6,67,2024
Germany,Europe,Heidelberg University,PhD,Healthcare & Medicine,2015,88.0,91.1,95400,Healthcare,Medical Doctor,Medical Coding,Patient Care,Diagnostics,52,13.4,41,2015
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Computer Science,2024,87.3,91.9,80100,Technology,Data Scientist,Python,SQL,Cloud Computing,74,71.5,84,2024
Mexico,Latin America,UNAM,Bachelor,Data Science & AI,2023,88.1,92.9,27300,Technology/Consulting,NLP Specialist,R,Big Data,Deep Learning,90,74.4,68,2023
Argentina,Latin America,University of Buenos Aires,Bachelor,Business & Finance,2017,84.9,90.7,22200,Finance/Consulting,Management Consultant,Excel,Strategic Planning,Data Analysis,54,13.3,74,2017
Canada,North America,McGill University,Bachelor,Natural Sciences,2024,84.5,87.5,63300,Research/Academia,Physicist,Experimental Design,Scientific Writing,Laboratory Skills,57,73.0,84,2024
Brazil,Latin America,University of São Paulo,Bachelor,Engineering,2021,82.0,87.7,17400,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,SolidWorks,MATLAB,73,51.8,49,2021
USA,North America,Stanford,Bachelor,Computer Science,2019,84.1,88.0,69500,Technology,Cybersecurity Analyst,SQL,Python,React,76,5.0,92,2019
Australia,Asia-Pacific,University of Melbourne,PhD,Healthcare & Medicine,2015,99.0,100.0,92400,Healthcare,Biomedical Researcher,Medical Coding,Diagnostics,Patient Care,58,6.5,75,2015
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Healthcare & Medicine,2018,94.6,99.4,61200,Healthcare,Medical Doctor,Diagnostics,Medical Coding,Clinical Research,51,5.0,40,2018
Mexico,Latin America,UNAM,Bachelor,Social Sciences,2016,85.6,89.8,9300,Government/NGO,Sociologist,Qualitative Research,Communication,Data Analysis,50,13.3,97,2016
Switzerland,Europe,EPFL,Master,Data Science & AI,2017,86.4,87.5,120400,Technology/Consulting,Data Analyst,Machine Learning,Deep Learning,Data Visualization,97,21.3,72,2017
Singapore,Asia-Pacific,NTU,Bachelor,Computer Science,2019,94.8,99.6,64200,Technology,Cybersecurity Analyst,SQL,Cloud Computing,Python,76,14.5,75,2019
Canada,North America,McGill University,PhD,Business & Finance,2017,81.4,87.7,85300,Finance/Consulting,Investment Banker,Excel,Market Research,Strategic Planning,59,11.3,84,2017
Netherlands,Europe,TU Delft,PhD,Social Sciences,2020,83.9,83.9,67600,Government/NGO,Sociologist,Communication,Data Analysis,Public Policy,55,47.6,64,2020
Sweden,Europe,KTH Royal Institute of Technology,PhD,Computer Science,2022,87.8,94.8,101600,Technology,AI Researcher,DevOps,Cloud Computing,SQL,89,68.3,44,2022
Australia,Asia-Pacific,ANU,PhD,Healthcare & Medicine,2015,91.6,96.0,98200,Healthcare,Public Health Specialist,Patient Care,Medical Coding,Clinical Research,43,8.3,82,2015
Switzerland,Europe,ETH Zurich,Master,Data Science & AI,2017,99.0,100.0,104200,Technology/Consulting,AI Consultant,Data Visualization,Big Data,Machine Learning,73,14.5,48,2017
Canada,North America,UBC,PhD,Computer Science,2019,92.4,100.0,97700,Technology,Data Scientist,Java,SQL,React,77,12.3,61,2019
India,Asia-Pacific,IISc Bangalore,Master,Healthcare & Medicine,2020,99.0,100.0,32300,Healthcare,Biomedical Researcher,Clinical Research,Patient Care,Diagnostics,59,46.8,78,2020
USA,North America,MIT,PhD,Healthcare & Medicine,2022,98.6,100.0,137800,Healthcare,Medical Doctor,Diagnostics,Medical Coding,Clinical Research,62,66.4,64,2022
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Computer Science,2025,91.7,96.5,101800,Technology,Data Scientist,React,Java,DevOps,73,90.0,40,2025
Netherlands,Europe,University of Amsterdam,Bachelor,Computer Science,2021,97.5,100.0,76600,Technology,Software Engineer,SQL,Python,React,82,53.0,61,2021
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Computer Science,2022,90.5,95.3,92300,Technology,Cloud Architect,Cybersecurity,DevOps,SQL,85,46.9,70,2022
USA,North America,Stanford,Bachelor,Natural Sciences,2015,80.6,85.2,53100,Research/Academia,Biologist,Laboratory Skills,Scientific Writing,Experimental Design,61,8.2,73,2015
Brazil,Latin America,University of São Paulo,PhD,Healthcare & Medicine,2015,92.6,98.0,45000,Healthcare,Public Health Specialist,Patient Care,Medical Coding,Diagnostics,49,16.2,66,2015
Argentina,Latin America,University of Buenos Aires,Master,Social Sciences,2019,80.7,84.0,22900,Government/NGO,Policy Analyst,Public Policy,Communication,Qualitative Research,64,8.5,79,2019
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Healthcare & Medicine,2020,91.3,95.4,61100,Healthcare,Public Health Specialist,Patient Care,Clinical Research,Medical Coding,49,34.5,61,2020
UAE,Middle East & Africa,Khalifa University,PhD,Social Sciences,2024,76.2,81.8,82700,Government/NGO,Economist,Communication,Public Policy,Qualitative Research,81,82.8,82,2024
Netherlands,Europe,University of Amsterdam,Master,Natural Sciences,2015,87.4,96.2,57700,Research/Academia,Chemist,Statistical Analysis,Experimental Design,Laboratory Skills,45,6.4,81,2015
Germany,Europe,Humboldt University,PhD,Healthcare & Medicine,2017,96.9,100.0,102700,Healthcare,Public Health Specialist,Clinical Research,Diagnostics,Patient Care,54,12.1,55,2017
Japan,Asia-Pacific,Kyoto University,Bachelor,Computer Science,2019,88.3,92.7,62700,Technology,Data Scientist,Python,React,Cloud Computing,74,6.8,59,2019
Israel,Middle East & Africa,Technion,Master,Social Sciences,2015,74.4,77.9,50000,Government/NGO,Human Resources Specialist,Communication,Public Policy,Qualitative Research,69,13.7,83,2015
Mexico,Latin America,UNAM,PhD,Social Sciences,2016,92.2,93.6,29000,Government/NGO,Human Resources Specialist,Public Policy,Communication,Data Analysis,39,6.0,62,2016
USA,North America,Stanford,Bachelor,Healthcare & Medicine,2018,87.8,93.2,73600,Healthcare,Medical Doctor,Medical Coding,Patient Care,Diagnostics,56,6.4,40,2018
Canada,North America,University of Toronto,PhD,Business & Finance,2016,80.3,84.8,83600,Finance/Consulting,Financial Analyst,Excel,Strategic Planning,Financial Modeling,40,7.5,53,2016
France,Europe,Ecole Polytechnique,Master,Computer Science,2021,85.9,89.2,73300,Technology,Cybersecurity Analyst,Cybersecurity,SQL,Java,68,48.5,57,2021
UAE,Middle East & Africa,Khalifa University,PhD,Natural Sciences,2022,85.0,89.9,91900,Research/Academia,Chemist,Experimental Design,Scientific Writing,Laboratory Skills,56,63.8,80,2022
South Africa,Middle East & Africa,University of Cape Town,PhD,Computer Science,2016,99.0,100.0,44200,Technology,Software Engineer,Java,Cloud Computing,Cybersecurity,81,10.7,80,2016
Israel,Middle East & Africa,Technion,Master,Data Science & AI,2018,89.0,94.7,83900,Technology/Consulting,NLP Specialist,Data Visualization,Big Data,Deep Learning,79,12.5,86,2018
USA,North America,Stanford,PhD,Data Science & AI,2024,88.1,93.6,142100,Technology/Consulting,Machine Learning Engineer,NLP,Machine Learning,Big Data,80,90.0,77,2024
South Korea,Asia-Pacific,Seoul National University,PhD,Natural Sciences,2015,80.4,84.5,53900,Research/Academia,Biologist,Scientific Writing,Experimental Design,Laboratory Skills,50,10.6,63,2015
Australia,Asia-Pacific,University of Melbourne,Bachelor,Social Sciences,2022,86.7,94.5,50400,Government/NGO,Human Resources Specialist,Communication,Data Analysis,Public Policy,66,46.6,78,2022
Israel,Middle East & Africa,Hebrew University of Jerusalem,PhD,Data Science & AI,2023,99.0,100.0,138200,Technology/Consulting,Machine Learning Engineer,NLP,Big Data,Data Visualization,100,70.5,79,2023
South Africa,Middle East & Africa,University of Cape Town,PhD,Natural Sciences,2020,84.5,92.1,35400,Research/Academia,Chemist,Experimental Design,Scientific Writing,Laboratory Skills,54,31.4,71,2020
Australia,Asia-Pacific,University of Melbourne,Master,Computer Science,2023,94.5,98.6,92900,Technology,Data Scientist,Cloud Computing,Cybersecurity,React,100,57.1,88,2023
Germany,Europe,TU Munich,Bachelor,Natural Sciences,2018,71.0,76.5,44700,Research/Academia,Environmental Scientist,Scientific Writing,Laboratory Skills,Statistical Analysis,53,5.0,44,2018
UAE,Middle East & Africa,Khalifa University,PhD,Social Sciences,2015,87.9,94.0,63500,Government/NGO,Policy Analyst,Data Analysis,Public Policy,Qualitative Research,50,12.4,69,2015
Mexico,Latin America,UNAM,PhD,Business & Finance,2017,75.9,80.5,25100,Finance/Consulting,Financial Analyst,Strategic Planning,Excel,Data Analysis,52,14.3,81,2017
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Social Sciences,2024,81.6,83.8,76200,Government/NGO,Economist,Communication,Data Analysis,Public Policy,72,85.3,40,2024
UAE,Middle East & Africa,Khalifa University,Bachelor,Data Science & AI,2021,86.5,91.8,68400,Technology/Consulting,NLP Specialist,NLP,Machine Learning,Deep Learning,73,49.6,66,2021
China,Asia-Pacific,Fudan University,Bachelor,Business & Finance,2024,76.4,80.1,40500,Finance/Consulting,Management Consultant,Excel,Strategic Planning,Data Analysis,57,83.8,78,2024
Canada,North America,UBC,Master,Data Science & AI,2021,98.9,100.0,86900,Technology/Consulting,Machine Learning Engineer,NLP,Machine Learning,Deep Learning,97,43.6,40,2021
Israel,Middle East & Africa,Hebrew University of Jerusalem,Bachelor,Social Sciences,2025,81.2,86.3,58600,Government/NGO,Sociologist,Qualitative Research,Public Policy,Data Analysis,63,89.7,62,2025
Canada,North America,University of Toronto,Master,Business & Finance,2023,85.5,90.8,83600,Finance/Consulting,Management Consultant,Strategic Planning,Market Research,Excel,72,67.7,64,2023
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Natural Sciences,2017,78.1,78.1,16400,Research/Academia,Physicist,Experimental Design,Laboratory Skills,Scientific Writing,48,9.6,78,2017
Israel,Middle East & Africa,Hebrew University of Jerusalem,Master,Computer Science,2015,93.0,93.6,72900,Technology,Data Scientist,Python,DevOps,Cybersecurity,69,5.0,51,2015
USA,North America,Stanford,PhD,Data Science & AI,2015,99.0,100.0,113500,Technology/Consulting,Machine Learning Engineer,Machine Learning,NLP,Data Visualization,70,9.9,59,2015
South Africa,Middle East & Africa,University of Cape Town,Master,Social Sciences,2024,83.4,85.6,27800,Government/NGO,Policy Analyst,Public Policy,Communication,Qualitative Research,73,76.1,82,2024
Mexico,Latin America,UNAM,PhD,Healthcare & Medicine,2018,84.6,88.5,40900,Healthcare,Biomedical Researcher,Diagnostics,Medical Coding,Patient Care,47,5.0,54,2018
Canada,North America,University of Toronto,PhD,Data Science & AI,2019,96.0,100.0,121700,Technology/Consulting,NLP Specialist,Machine Learning,Data Visualization,Big Data,86,6.3,64,2019
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Computer Science,2022,92.2,96.0,35400,Technology,Cybersecurity Analyst,Java,React,DevOps,68,90.0,67,2022
Switzerland,Europe,ETH Zurich,Master,Computer Science,2023,91.8,96.3,123800,Technology,Cybersecurity Analyst,SQL,Python,DevOps,87,82.9,68,2023
Brazil,Latin America,University of São Paulo,PhD,Social Sciences,2024,82.2,86.3,28300,Government/NGO,Human Resources Specialist,Public Policy,Qualitative Research,Data Analysis,82,90.0,71,2024
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Engineering,2018,73.9,78.9,20100,Manufacturing/Construction,Civil Engineer,SolidWorks,Project Management,AutoCAD,59,8.1,62,2018
Japan,Asia-Pacific,University of Tokyo,Bachelor,Data Science & AI,2021,89.9,90.1,56800,Technology/Consulting,NLP Specialist,Machine Learning,Data Visualization,NLP,70,43.7,88,2021
USA,North America,Stanford,PhD,Computer Science,2016,93.9,99.4,104700,Technology,Cybersecurity Analyst,Cybersecurity,Java,Python,84,16.3,69,2016
USA,North America,UC Berkeley,Bachelor,Natural Sciences,2023,76.7,81.2,63800,Research/Academia,Environmental Scientist,Scientific Writing,Laboratory Skills,Statistical Analysis,61,75.5,76,2023
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Engineering,2018,86.3,95.0,29400,Manufacturing/Construction,Electrical Engineer,SolidWorks,AutoCAD,MATLAB,57,15.5,64,2018
Japan,Asia-Pacific,University of Tokyo,PhD,Engineering,2024,88.3,95.3,94300,Manufacturing/Construction,Robotics Engineer,MATLAB,AutoCAD,SolidWorks,68,73.3,49,2024
Australia,Asia-Pacific,University of Melbourne,Bachelor,Business & Finance,2019,87.7,92.0,63900,Finance/Consulting,Marketing Manager,Excel,Financial Modeling,Data Analysis,65,14.2,65,2019
Sweden,Europe,Karolinska Institute,Bachelor,Business & Finance,2022,65.5,68.0,68800,Finance/Consulting,Marketing Manager,Market Research,Financial Modeling,Data Analysis,54,51.8,75,2022
Argentina,Latin America,University of Buenos Aires,Bachelor,Computer Science,2015,92.0,98.2,18000,Technology,Cybersecurity Analyst,SQL,Java,Python,60,5.0,75,2015
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Engineering,2019,75.1,82.1,78600,Manufacturing/Construction,Electrical Engineer,Lean Six Sigma,SolidWorks,AutoCAD,71,17.8,72,2019
Argentina,Latin America,University of Buenos Aires,Bachelor,Natural Sciences,2021,86.8,90.6,18700,Research/Academia,Physicist,Statistical Analysis,Scientific Writing,Laboratory Skills,73,52.8,83,2021
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Computer Science,2020,97.7,100.0,72700,Technology,Software Engineer,Java,Cybersecurity,DevOps,65,54.5,55,2020
Argentina,Latin America,University of Buenos Aires,Master,Social Sciences,2016,80.8,88.2,21300,Government/NGO,Human Resources Specialist,Data Analysis,Qualitative Research,Public Policy,63,12.2,77,2016
Brazil,Latin America,University of São Paulo,PhD,Natural Sciences,2017,72.9,78.2,33200,Research/Academia,Environmental Scientist,Laboratory Skills,Statistical Analysis,Experimental Design,42,10.9,52,2017
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Natural Sciences,2017,91.0,98.2,60600,Research/Academia,Biologist,Statistical Analysis,Laboratory Skills,Experimental Design,53,10.9,66,2017
UK,Europe,LSE,PhD,Natural Sciences,2025,79.6,86.6,92700,Research/Academia,Environmental Scientist,Scientific Writing,Laboratory Skills,Statistical Analysis,67,85.8,70,2025
Canada,North America,McGill University,PhD,Engineering,2016,84.6,88.6,81800,Manufacturing/Construction,Civil Engineer,Lean Six Sigma,Project Management,AutoCAD,56,16.1,59,2016
Australia,Asia-Pacific,University of Sydney,Master,Natural Sciences,2024,83.6,87.7,76000,Research/Academia,Chemist,Laboratory Skills,Scientific Writing,Statistical Analysis,72,85.6,86,2024
Argentina,Latin America,University of Buenos Aires,PhD,Natural Sciences,2015,78.3,82.7,17900,Research/Academia,Biologist,Statistical Analysis,Laboratory Skills,Scientific Writing,40,12.8,52,2015
